title,_0,author,_,publisher,isbn,readDate,_1,_2,thumnailImage,_3,_4,_5,_6
女王ロアーナ、神秘の炎(上),,ウンベルト・エーコ/和田忠彦,,岩波書店,9784000259309,2018/04/09,「あなたお名前は？」記憶喪失から自分を取り戻すことはできるのか。取り戻したとしてそれは本当に自分なのか。エーコの赤裸々な妄想と姿態が晒される衝撃の超・小説。戦中戦後のイタリア文化史を回顧するかのように図版を満載した異色の本であり、また、著者初めてといえる自伝的語りと展開は幾通りにも読み解きをうながし、読む者は謎に絡め取られる。エーコ畢生の神秘の技法、ここに大団円を迎える！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9309/9784000259309.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15270689/,2018/04/09,0,0
｢偶然｣の統計学,,デイヴィッド・J・ハンド/松井　信彦,,早川書房,9784152095602,2018/04/09,ロトで連続大当たり。２回連続で雷に打たれる。３大会連続でホールインワン達成。暗殺の夢を見たあとに暗殺されたリンカーン。１０万年に１度しかないはずの金融危機…到底ありえないと思われ、実際に起こると新聞記事になるまれな出来事だ。しかし、統計学者に言わせると、こうした「ありえない」出来事は、じつはけっこう頻繁に起こっているという。どうしてそういうことになるのだろうーハンド先生がそこの事情を“ありえなさの原理”の名のもとに、実例をふんだんに盛り込んで解説してくれます。統計的な考え方は直感では理解しにくいから、現代人必携のリテラシーとしてしっかり身に付けておきたいもの。奇跡なんてうさんくさい、あるいはカモられたくない・騙されたくないあなたに捧げる確率・統計解説。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5602/9784152095602.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13361281/,2018/04/09,0,0
エロマンガ・スタディーズ増補,,永山薫,,筑摩書房,9784480431691,2018/04/03,日本を代表する文化“マンガ”の裏面にあって、決して日の目を見ることのないエロマンガ。「性的」であることを唯一のルールとして、世間の良識を逸脱した創造力と欲望が数多くの名作・怪作を生み出し、一般のマンガにも多大な影響を与えている。いつの時代も嫌悪と蔑視の対象であった“不可視の王国”に真正面から取り組んだ唯一無二の漫画評論、増補決定版。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1691/9784480431691.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/12704286/,2018/04/03,0,0
英語史で解きほぐす英語の誤解,,堀田隆一,,中央大学出版部,9784805727041,2018/04/02,今や世界中で話されている「英語」。そもそも、英語が世界共通語となった背景にはどのような事情があるのでしょう？そして、私たち日本人はなぜ英語を学ぶのでしょう？…本書は、英語にまつわる種々の疑問や俗説・誤解を、歴史を通じて丹念に解きほぐしました。ページを繰るうちに英語への素朴な好奇心が呼び起こされ、英語に向かう気持ちがこれまでよりぐんと能動的になりそうな一冊です。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7041/9784805727041.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11398857/,2018/04/02,0,0
読んでいない本について堂々と語る方法,,ピエール・バイヤール/大浦 康介,,筑摩書房,9784480097576,2018/03/31,本は読んでいなくてもコメントできる。いや、むしろ読んでいないほうがいいくらいだー大胆不敵なテーゼをひっさげて、フランス文壇の鬼才が放つ世界的ベストセラー。ヴァレリー、エーコ、漱石など、古今東西の名作から読書をめぐるシーンをとりあげ、知識人たちがいかに鮮やかに「読んだふり」をやってのけたかを例証。テクストの細部にひきずられて自分を見失うことなく、その書物の位置づけを大づかみに捉える力こそ、「教養」の正体なのだ。そのコツさえ押さえれば、とっさのコメントも、レポートや小論文も、もう怖くない！すべての読書家必携の快著。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7576/9784480097576.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14405356/,2018/03/31,0,0
進化した猿たち,,星 新一,,新潮社,9784101098548,2018/03/31,人間と他の生物とのいちばんの違いは何か。それは、笑いと想像力であるー。星新一が長年愛読し、蒐集してきたアメリカのヒトコマ漫画には、われわれ“進化した猿たち”の欲望や習性、奇癖が余すところなく描かれていた！「結婚」「宇宙人」「精神分析」「クリスマス」など、漫画を１７のテーマに分け、ブラック・ユーモアと旺盛な想像力で魅せるエッセイ集。幻の名作、待望のリニューアル復刊！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8548/9784101098548.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15203735/,2018/03/31,0,0
幸福について,,アルトゥル・ショーペンハウアー/橋本文夫,,新潮社,9784102033012,2018/03/29,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3012/9784102033012.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/135004/,2018/03/29,0,0
モナドの領域,,筒井康隆,,新潮社,9784103145325,2018/03/28,河川敷で発見された片腕、美貌の警部、不穏なベーカリー、奇矯な行動を繰り返す老教授ー平凡な日常が突如かき乱された街に“ＧＯＤ”は降臨し、すべてを解き明かしていく…。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5325/9784103145325.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13468451/,2018/03/28,0,0
経済学・哲学草稿,,カルル・ハインリヒ・マルクス/長谷川宏,,光文社,9784334752064,2018/03/26,勃興する資本主義を鋭く分析・批判し、のちに『資本論』に結実する経済学的思考。そしてヘーゲル批判から発し、労働の意味を肯定的に捉え直そうとする哲学的思考。この二つの思考が交わるところで、青年マルクスは革新的な思想を打ち立てた。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2064/9784334752064.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6507275/,2018/03/26,0,0
スタートボタンを押してください,,D・H・ウィルソン&J・J・アダムズ/中原尚哉、古沢嘉通,,東京創元社,9784488772017,2018/03/20,『紙の動物園』のケン・リュウ、『Ａｌｌ　Ｙｏｕ　Ｎｅｅｄ　Ｉｓ　Ｋｉｌｌ』の桜坂洋、『火星の人』のアンディ・ウィアーら、現代ＳＦを牽引する豪華執筆陣が集結。ヒューゴー賞、ネビュラ賞、星雲賞受賞作家たちが、ビデオゲームと小説の新たな可能性に挑む。本邦初訳１０編を含む全１２編を厳選した、傑作オリジナルＳＦアンソロジー。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2017/9784488772017.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15335973/,2018/03/20,0,0
幸福について,,ショーペンハウアー/鈴木芳子,,光文社,9784334753696,2018/03/16,「人は幸福になるために生きている」という考えは人間生来の迷妄であると断じる幸福論。自分を他人と比較し、他人の評価をたえず気にすることが不幸の元凶であり、名誉、地位、財産、他人の評価に惑わされず、自分自身が本来そなえているものを育むことが幸せへの第一の鍵であると説く。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3696/9784334753696.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15299063/,2018/03/16,0,0
もうすぐ絶滅するという紙の書物について,,ウンベルト・エーコ/ジャン・クロード・カリエール,,CCCメディアハウス,9784484101132,2018/03/07,紙の本は、電子書籍に駆逐されてしまうのか？書物の歴史が直面している大きな転機について、博覧強記の老練愛書家が縦横無尽に語り合う。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1132/9784484101132.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6906780/,2018/03/07,0,0
くまクマ熊ベアー,,くまなの,,主婦と生活社,9784391146912,2018/02/15,ゲームは現実より楽しいですか？-ＹＥＳ、現実世界に大事な人はいますか？-ＮＯ…オンラインゲームのアンケートに答えたつもりがまさかの異世界（たぶん）に飛ばされたわたし、ユナ。引きこもり歴３年の筋金入りのゲーマー。最初に着せられてた装備は「クマセット」…ってなんじゃこりゃー！？でも強いし便利だし、まあいっか。ウルフを倒し、ゴブリンを討伐し、最恐クマ冒険者としていっちょやっていきますか。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6912/9784391146912.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13258569/,2018/02/15,0,0
ウォール街のランダム・ウォーカー原著第11版,,バートン・G．マルキール/井手正介,,日本経済新聞出版社,9784532356873,2018/02/12,低金利に負けない投資法とは？「スマート・ベータ」など最新の手法を加え、不朽の古典的名著の内容をさらにパワーアップ。１５０万部を超えるベストセラー、待望の改訂版！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6873/9784532356873.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13836037/,2018/02/12,0,4
音とことばのふしぎな世界,,川原繁人,,岩波書店,9784000296441,2018/01/20,「あ」と「い」はどっちが大きい？あるいは、「コジラ」と「コシラ」では？こんな質問をされたら、あなたはどう答えますか。文字そのものには大小がないはずなのに、音で聴くと母語が何であるかにかかわらず大小を判断するそうです。また、五十音図とサンスクリット語との関係、存在しない音を聴いてしまう脳など、楽しい話題を紹介します。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6441/9784000296441.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13469096/,2018/01/20,0,0
ちいさい言語学者の冒険,,広瀬友紀,,岩波書店,9784000296595,2018/01/16,「これ食べたら死む？」どうして多くの子どもが同じような、大人だったらしない「間違い」をするのだろう？ことばを身につける最中の子どもが見せる数々の珍プレーは、私たちのアタマの中にあることばの秘密を知る絶好の手がかり。言語獲得の冒険に立ち向かう子どもは、ちいさい言語学者なのだ。かつてのあなたや私もそうだったように。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6595/9784000296595.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14778350/,2018/01/16,0,0
人工知能のための哲学術,,三宅陽一郎,,ビー・エヌ・エヌ新社,9784802510172,2018/01/16,「知能とは何か」を探求する旅、世界はいま新しい物語を必要としている。ゲームＡＩ開発を牽引する三宅陽一郎氏が解説。世界、自己の認識のあり方から人工知能に迫る、待望の一冊！,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0172/9784802510172.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14348919/,2018/01/16,0,0
統辞理論の諸相,,ノーム・チョムスキー/福井直樹,,岩波書店,9784003369524,2018/01/05,人間の心のメカニズムとして言語を捉える内在主義と近代科学的アプローチを根本的に結びつけた「生成文法の企て」の全体像を初めて明快に提示した古典。話者が持つ潜在的言語能力・言語知識の厳密な記述に加えて、言語獲得に関わる事実の説明を可能にする一般言語理論（普遍文法）の構築を目指す研究プログラムが論じられる。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9524/9784003369524.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14666242/,2018/01/05,0,0
英語の｢なぜ？｣に答える はじめての英語史,,堀田 隆一,,研究社,9784327401689,2017/12/29,なぜｎａｍｅは「ナメ」ではなく「ネイム」と発音されるのか？なぜーｌｙをつけると副詞になるのか？なぜＩｆ　Ｉ　ｗｅｒｅ　ａ　ｂｉｒｄとなるのか？なぜＨｅｌｐ　ｍｅ！とは叫ぶがＡｉｄ　ｍｅ！とは叫ばないのか？なぜアメリカ英語ではｒをそり舌で発音するのか？「なぜ？」を解き明かしながら、英語の歴史を学ぶ。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1689/9784327401689.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14531954/,2017/12/29,0,0
食べる人類誌,,フェリペ・フェルナンデス・アルメスト/小田切勝子,,早川書房,9784150503673,2017/12/29,ヒトをサルから離陸させた火の使用、カニバリズムと菜食主義の意外な共通点、海を越えた食材の交換が促したグローバル化-。食べ物こそが、われわれの歴史をつくってきたのだ！世界的な歴史学者が「８つの食の革命」を切り口に人類史を読み直す。古代ローマの祝宴を彩った酒肴から現代の食卓にのぼる遺伝子組み換えトマトまで、古今東西の珍味と興味尽きない逸話がたっぷりのフルコースをご堪能あれ。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3673/9784150503673.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/6509453/,2017/12/29,0,0
ハッピーエンドは欲しくない,,n,,,,2017/12/28,,,https://images-fe.ssl-images-amazon.com/images/I/31g6QOM7JaL.jpg,,2017/12/28,0,0
名称未設定ファイル,,品田遊,,キノブックス,9784908059704,2017/12/24,シリアスなコメディか、笑えるディストピアか。デビュー作『止まりだしたら走らない』以来２年ぶりダ・ヴィンチ・恐山が品田遊として帰ってきた！鋭い分析と冴えわたる想像力で紡がれる物語が読む者をいわく言い難い感情に導く。黙示録的短篇集解禁！！巻末袋とじ付。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9704/9784908059704.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15033595/,2017/12/24,0,0
アホの壁,,筒井康隆,,新潮社,9784106103506,2017/12/15,なぜそんなアホなことをするのか、そしてアホなことを言うのか？無益な争いに血眼になり、破綻必至の計画を立て、互いに殺しあうに至るのは、いったいなぜなのか？文化的文明人を自任する現代人が、いとも簡単に飛び越えてしまう「アホの壁」をめぐり、豊富なエピソードと心理学、文学、歴史ないまぜでつづる抱腹絶倒の筒井流人間論、ついに登場。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3506/9784106103506.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/6381364/,2017/12/15,0,0
正解するマド,,乙野　四方字/野崎　まど,,早川書房,9784150312848,2017/12/13,野崎まどが脚本を手がけたテレビアニメ『正解するカド』のノベライズを依頼された作家・乙野四方字は、何を書けばいいのか悩むあまり、精神を病みつつあった。ついにはアニメに登場するキャラクター、ヤハクィザシュニナの幻覚まで見はじめる。記憶をなくしたというザシュニナに、乙野は一縷の望みをかけて小説の相談をするが…傑作ＳＦアニメから生まれた、もうひとつの「正解」とは？衝撃のスピンアウトノベライズ。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2848/9784150312848.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15014973/,2017/12/13,0,0
アメリカの壁,,小松 左京,,文藝春秋,9784167909819,2017/12/04,独立記念日を前にしたある日、アメリカと外界との連絡、交通が突然遮断された！？４０年前にトランプ大統領登場を予言したかの如き表題作に加え「眠りと旅と夢」「鳩啼時計」「幽霊屋敷」「おれの死体を探せ」「ハイネックの女」の、いずれも未来を的確に見通した六篇を収録。ＳＦ界の巨匠の面目躍如たる短編集。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9819/9784167909819.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15197159/,2017/12/04,0,0
20歳のときに知っておきたかったこと,,ティナ・シーリグ/高遠裕子,,CCCメディアハウス,9784484101019,2017/12/04,いくつになっても人生は変えられる！「決まりきった次のステップ」とは違う一歩を踏み出したとき、すばらしいことは起きる。起業家精神とイノベーションの超エキスパートがまとめた「この世界に自分の居場所をつくるために必要なこと」。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1019/9784484101019.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/6410633/,2017/12/04,0,0
世界はゴ冗談,,筒井康隆,,新潮社,9784103145318,2017/12/01,筒井康隆、８０歳。文学の道化にして帝王。なおも沃野を広げ続ける、異常きわまる傑作短篇集。さらに瑞々しく、さらに戦闘的にー。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5318/9784103145318.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/13171564/,2017/12/01,0,0
泰平ヨンの未来学会議改訳版,,スタニスワフ・レム/深見弾,,早川書房,9784150120092,2017/11/30,地球の人口問題解決の討議のため開催される世界未来学会議に出席せんと、コスタリカを訪れた泰平ヨン。ところが、会議の最中にテロ事件が勃発。ヨンたちは、鎮圧のために軍が投下した爆弾の幻覚薬物を吸ってしまう。かくしてヨンは奇妙な未来世界へと紛れ込む…。レムがブラックな笑いでドラッグに満ちた世界を描きだす、異色のユートピアＳＦ。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0092/9784150120092.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/13251759/,2017/11/30,0,0
宇宙衛生博覧会,,筒井康隆,,新潮社,9784101171159,2017/11/30,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif?_ex=200x200,http://books.rakuten.co.jp/rb/7900606/,2017/11/30,0,0
母性のディストピア,,宇野 常寛,,集英社,9784087711196,2017/11/30,宮崎駿、富野由悠季、押井守、アニメーションの巨人たちの達成と限界から、戦後日本の深層に到達する衝撃作。「政治と文学」はいかに再設定されるべきか。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1196/9784087711196.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15162415/,2017/11/30,0,0
家族八景改版,,筒井康隆,,新潮社,9784101171012,2017/11/29,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1011/10117101.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/3592082/,2017/11/29,0,0
七瀬ふたたび改版,,筒井康隆,,新潮社,9784101171074,2017/11/29,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1011/10117107.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/3592086/,2017/11/29,0,0
エディプスの恋人改版,,筒井康隆,,新潮社,9784101171135,2017/11/29,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1135/9784101171135.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/1532847/,2017/11/29,0,0
人間失格改版,,太宰治,,新潮社,9784101006055,2017/11/23,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6055/9784101006055.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/137366/,2017/11/23,0,0
筒井康隆入門,,佐々木　敦,,星海社,9784065104408,2017/11/23,現代日本文学が生んだ最重要にして最強の作家・筒井康隆。日本ＳＦ第一世代に属したのち、中間小説に進出してその最盛期を支え、さらには燦然と輝くジュブナイルの金字塔をうちたて、小説のジャンルとスタイルのあくなき改革者ーそんな怪物的巨人の作品世界をトータルに把握することは困難を極めます。本書はその難題に、筒井本人をして「わし以上にわしのことを知っている」と言わしめた佐々木敦が、デビュー作「お助け」から最新作まで、綺羅星の如き作品群を愚直にレビューすることで回答を試みます。キーワードは「筒井康隆は二人いる」。さあ、半世紀以上に及ぶ巨人のキャリアを辿り直し、新たな筒井康隆像を探す旅に出ましょう。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4408/9784065104408.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15085426/,2017/11/23,0,0
女生徒〔平成21年〕改,,太宰治,,角川書店,9784041099155,2017/11/21,「幸福は一夜おくれて来る。幸福は、-」。女性読者から送られてきた日記をもとに、ある女の子の、多感で透明な心情を綴った表題作。名声を得ることで破局を迎えた画家夫婦の内面を、妻の告白を通して語る「きりぎりす」、情死した夫を引き取りに行く妻を描いた「おさん」など、太宰がもっとも得意とする女性の告白体小説の手法で書かれた秀作計１４篇を収録。作家の折々の心情が色濃く投影された、女の物語。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9155/9784041099155.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/6070037/,2017/11/21,0,0
年収90万円で東京ハッピーライフ,,大原扁理,,太田出版,9784778315306,2017/11/20,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5306/9784778315306.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/14344180/,2017/11/20,0,0
冴えない彼女の育てかた13,,丸戸　史明/深崎　暮人,,KADOKAWA,9784040723396,2017/11/20,「俺…恵が好きだ！三次元のお前が好きだ！」“転”のイベントを乗り越え「ｂｌｅｓｓｉｎｇ　ｓｏｆｔｗａｒｅ」の新作ゲームも完成までラストスパートを迎えた俺は、恵へ一大決心の告白をした。「お前を、胸がキュンキュンするようなメインヒロインにしてやる！」桜舞い散るあの坂道での運命の出会いからすべては始まった。いくつもの困難にぶつかりながらも、一緒に夢を追いかけてくれた仲間たちがいたからこそ、向き合えた想い。「わたしは、あなたが望む、メインヒロインに、なれたかな？」もうお前は、冴えない彼女なんかじゃない、胸がキュンキュンするメインヒロインだ！冴えない彼女との恋物語、完結！,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3396/9784040723396.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15120504/,2017/11/20,0,0
リアル人生ゲーム完全攻略本,,架神 恭介/至道 流星,,筑摩書房,9784480689894,2017/11/18,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9894/9784480689894.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15108221/,2017/11/18,0,0
コンテナ物語,,マルク・レビンソン/村井章子,,日経BP社,9784822245641,2017/11/18,コンテナ船を発明したのは、トラック運送業者マルコム・マクリーン。その果敢な挑戦を軸に、世界経済を一変させた知られざる物流の歴史を明らかにする。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8222/82224564.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/4274002/,2017/11/18,0,0
レヴィ＝ストロース入門,,小田亮,,筑摩書房,9784480058652,2017/11/09,若きレヴィ＝ストロースに哲学の道を放棄させ、ブラジルの奥地へと駆り立てたものは何だったのか？彼の構造主義を中心とする思考は、現代思想にも深い影響を与え、西洋の自文化中心主義への反省と主体の解体をうながす大きな役割を果たした。本書は、レヴィ＝ストロースの代表作『親族の基本構造』『野生の思考』『神話論理』をとりあげ、彼が未開社会の親族構造や神話研究から汲みあげた豊かな思考の可能性の核心を読み解く。しばしば誤解されがちな「構造主義」をホントに理解し、ポストコロニアル論にも活かすための新しいレヴィ＝ストロース入門。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4800/48005865.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/1198013/,2017/11/09,0,0
マスタリングTCP／IP(入門編)第5版,,竹下隆史/村山公保,,オーム社,9784274068768,2017/11/01,,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8768/9784274068768.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/11581932/,2017/11/01,0,0
しあわせの理由,,グレッグ・イーガン/山岸真,,早川書房,9784150114510,2017/11/01,１２歳の誕生日をすぎてまもなく、ぼくはいつもしあわせな気分でいるようになった…脳内の化学物質によって感情を左右されてしまうことの意味を探る表題作をはじめ、仮想ボールを使って量子サッカーに興ずる人々と未来社会を描く、ローカス賞受賞作「ボーダー・ガード」、事故に遭遇して脳だけが助かった夫を復活させようと妻が必死で努力する「適切な愛」など、本邦初訳三篇を含む九篇を収録する日本版オリジナル短篇集。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1501/15011451.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/1577450/,2017/11/01,0,0
スペリングの英語史,,サイモン・ホロビン/堀田　隆一,,早川書房,9784152097040,2017/10/30,マイケルはどうしてわざわざ「Ｍｉｃｈａｅｌ」と綴るのか。同じナイトなのに「ｎｉｇｈｔ」と「ｋｎｉｇｈｔ」を書き分けるのはなぜ？…私たち日本人ばかりかネイティブをも悩ませる、一見わけもなくイレギュラーな英語のスペリングにもれっきとした理由があった。中世以降の英語の歴史がたどった紆余曲折や理想的なスペリングを追求する試みなどがからみあって、現代英語に影響しているのだ。知ったらひとに吹聴したくなるうんちく満載、英語学習のもやもやが一挙に氷解する、オックスフォード大学英語学教授による名解説。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7040/9784152097040.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/15096625/,2017/10/30,0,0
ガラパゴス化する日本,,吉川尚宏,,講談社,9784062880381,2017/10/18,２０１０年代の最重要キーワードこのまま日本は衰退するのか？さらなるグローバル化、どんどん進む少子高齢化…激変する環境の中、日本が生き残っていくポイントは、ゲールのルールに積極的にかかわること、ハイブリッド化、そして出島化にある。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0381/9784062880381.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/6385315/,2017/10/18,0,0
ノモンハンの夏,,半藤一利,,文藝春秋,9784167483104,2017/10/12,参謀本部作戦課、そして関東軍作戦課。このエリート集団が己を見失ったとき、満蒙国境での悲劇が始まった。司馬遼太郎氏が最後に取り組もうとして果せなかったテーマを、共に取材した著者が、モスクワのスターリン、ベルリンのヒトラーの野望、中国の動静を交えて雄壮に描き、混迷の時代に警鐘を鳴らす。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1674/16748310.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/1347769/,2017/10/12,0,0
銃・病原菌・鉄(下巻),,ジャレド・ダイアモンド/倉骨彰,,草思社,9784794218797,2017/10/08,世界史の勢力地図は、侵略と淘汰が繰り返されるなかで幾度となく塗り替えられてきた。歴史の勝者と敗者を分けた要因とは、銃器や金属器技術の有無、農耕収穫物や家畜の種類、運搬・移動手段の差異、情報を伝達し保持する文字の存在など多岐にわたっている。だが、地域によるその差を生み出した真の要因とは何だったのか？文系・理系の枠を超えて最新の研究成果を編み上げ、まったく新しい人類史・文明史の視点を提示した知的興奮の書。ピュリッツァー賞・コスモス国際賞受賞作。朝日新聞「ゼロ年代の５０冊」第１位。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8797/9784794218797.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/11538936/,2017/10/08,0,0
わたしを離さないで,,カズオ・イシグロ/土屋政雄,,早川書房,9784151200519,2017/10/06,優秀な介護人キャシー・Ｈは「提供者」と呼ばれる人々の世話をしている。生まれ育った施設ヘールシャムの親友トミーやルースも提供者だった。キャシーは施設での奇妙な日々に思いをめぐらす。図画工作に力を入れた授業、毎週の健康診断、保護官と呼ばれる教師たちのぎこちない態度…。彼女の回想はヘールシャムの残酷な真実を明かしていくー全読書人の魂を揺さぶる、ブッカー賞作家の新たなる代表作。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0519/9784151200519.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/5828668/,2017/10/06,0,0
データ分析によるネットワークセキュリティ,,MichaelCollins/中田秀基,,オライリー・ジャパン,9784873117003,2017/10/02,新しい視点とアプローチによる新しいセキュリティ手法を紹介！正しく「状況認識」した上で、対策を強化することにより、効率的かつ効果的、継続的なセキュリティを実現するための知識とテクニックを解説。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7003/9784873117003.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/14282242/,2017/10/02,0,0
｢明治｣という国家,,司馬遼太郎,,NHK出版,9784140086681,2017/10/01,「明治」は、清廉で透きとおった“公”感覚と道徳的緊張、モラルをもっていた。明治国家という人類普遍の遺産を語る、日本論であり、卓越した文明論である。海外取材の成果をもとに、“明治国家”を巨細に捉えなおす！,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6681/9784140086681.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/377750/,2017/10/01,0,0
銀河ヒッチハイク・ガイド,,ダグラス・アダムス/安原和見,,河出書房新社,9784309462554,2017/09/28,銀河バイパス建設のため、ある日突然、地球が消滅。どこをとっても平凡な英国人アーサー・デントは、最後の生き残りとなる。アーサーは、たまたま地球に居た宇宙人フォードと、宇宙でヒッチハイクをするハメに。必要なのは、タオルと“ガイド”-。シュールでブラック、途方もなくばかばかしいＳＦコメディ大傑作。,,http://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3094/30946255.jpg?_ex=200x200,http://books.rakuten.co.jp/rb/3632876/,2017/09/28,0,0
